profile_name,system_name,run_number,player_died,survival_time,score,health_remaining,hits_taken,deaths,initial_difficulty,final_difficulty,average_difficulty,min_difficulty,max_difficulty,difficulty_changes,time_in_target_range,target_range_percentage,profile_speed,profile_reaction_time,profile_dodge_chance,profile_mistake_chance,profile_detection_radius,profile_dodge_duration,profile_strafe_weight,profile_retreat_weight
skilled,rl_based,1,true,26.83,268,0,9,1,6,8,7.4,6,9,6,15.45,57.59,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,2,true,48.02,480,0,11,1,4,6,6.11,4,7,10,14.8,30.83,152.42,0.21,0.61,0.39,177.72,0.91,0.73,0.33
intermediate,rl_based,3,false,60,600,84.4,2,0,3,5,3.63,2,5,12,0,0,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,4,false,60,601,6.4,11,0,5,7,4.6,2,8,12,40.27,67.11,181.7,0.36,0.85,0.32,174.3,0.85,0.82,0.45
skilled,rl_based,5,true,23.43,234,0,9,1,7,10,7.81,6,10,5,6.8,29.02,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,6,true,33.08,330,0,9,1,5,8,7.52,5,9,7,8.93,27,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,7,false,60,600,19.9,10,0,5,3,4.02,3,5,12,46.04,76.73,194.37,0.27,0.61,0.4,252.39,0.86,0.75,0.41
intermediate,rl_based,8,false,60,599,13.4,10,0,5,3,4.36,2,6,12,28.4,47.33,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,9,false,60,601,48.9,7,0,3,1,3.21,1,5,12,46.93,78.22,144.27,0.31,0.69,0.35,147.95,0.67,0.75,0.3
beginner,rl_based,10,false,60,601,74.4,4,0,3,1,1.16,0,3,12,1.47,2.44,130,0.7,0.28,0.45,120,0.55,0.6,0.2
beginner,rl_based,11,true,33.47,334,0,11,1,4,5,5.14,3,7,7,10.53,31.47,130,0.7,0.28,0.45,120,0.55,0.6,0.2
inconsistent,rl_based,12,true,38.93,389,0,11,1,7,3,5.1,3,8,8,16.95,43.53,171.53,0.25,0.54,0.37,234.31,0.63,0.75,0.26
intermediate,rl_based,13,false,60,599,10.6,12,0,4,2,3.37,2,5,12,42.4,70.66,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,14,true,33.47,334,0,10,1,7,10,7.07,5,10,7,14.4,43.03,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,15,false,60,601,33,12,0,3,1,0.98,0,3,12,48,80,174.38,0.55,0.52,0.16,158.16,0.94,0.83,0.39
intermediate,rl_based,16,false,60,601,14.9,10,0,4,0,3.89,0,6,12,36,60,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,17,false,60,600,17.7,10,0,3,5,4.32,3,6,12,40.69,67.81,180.96,0.58,0.6,0.25,154.56,0.92,0.62,0.25
beginner,rl_based,18,false,60,599,72.3,4,0,3,1,1.48,0,4,12,42.8,71.33,130,0.7,0.28,0.45,120,0.55,0.6,0.2
beginner,rl_based,19,true,15.2,152,0,9,1,6,9,8,6,9,3,8.13,53.5,130,0.7,0.28,0.45,120,0.55,0.6,0.2
inconsistent,rl_based,20,true,31.58,315,0,14,1,3,4,3.51,2,5,7,10.53,33.35,186.41,0.63,0.81,0.39,238.8,0.69,0.6,0.43
intermediate,rl_based,21,false,60,601,92.2,1,0,5,1,2.2,1,5,12,0,0,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,22,true,34.03,340,0,10,1,7,8,6.35,5,8,7,22.53,66.21,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,23,false,60,601,78,3,0,4,6,2.77,1,6,12,1.87,3.11,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,24,true,35.77,357,0,13,1,3,5,5,3,7,8,7.73,21.62,189.4,0.46,0.46,0.12,146.99,0.95,0.74,0.32
inconsistent,rl_based,25,false,60,601,61.6,4,0,3,5,3.81,2,6,12,3.73,6.22,182.67,0.62,0.65,0.19,251.75,0.85,0.77,0.22
beginner,rl_based,26,true,20.7,207,0,11,1,7,4,5.48,4,7,5,10.27,49.59,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,27,true,48.1,480,0,11,1,3,9,5.29,3,9,10,29.33,60.97,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,28,true,41.32,413,0,10,1,5,10,6.99,5,10,9,19.47,47.11,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,29,false,60,600,75.9,3,0,5,1,2.02,0,5,12,44.94,74.9,195,0.2,0.85,0.06,260,0.95,0.85,0.4
beginner,rl_based,30,false,60,601,48.8,8,0,4,4,1.61,0,4,12,48.53,80.89,130,0.7,0.28,0.45,120,0.55,0.6,0.2
beginner,rl_based,31,true,11.73,117,0,9,1,7,8,8.44,7,9,3,3.33,28.41,130,0.7,0.28,0.45,120,0.55,0.6,0.2
inconsistent,rl_based,32,false,60,601,36.8,9,0,3,3,2.66,1,4,12,42.4,70.66,155.81,0.42,0.82,0.11,151.67,0.83,0.66,0.39
inconsistent,rl_based,33,true,24.8,247,0,10,1,7,8,6.74,6,8,5,12.53,50.54,189.45,0.51,0.5,0.39,204.66,0.75,0.75,0.39
skilled,rl_based,34,false,60,601,93.6,1,0,3,1,2.53,0,4,12,0,0,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,35,false,60,600,68.7,5,0,4,2,1.14,0,4,12,52.22,87.03,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,36,true,51.48,514,0,11,1,4,7,4.52,2,8,11,27.07,52.57,157.62,0.28,0.72,0.36,201.37,0.85,0.85,0.34
skilled,rl_based,37,true,34.8,347,0,10,1,5,8,6.66,5,8,7,16.66,47.88,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,38,false,60,601,14.9,10,0,3,5,5,3,6,12,30.13,50.22,195,0.2,0.85,0.06,260,0.95,0.85,0.4
beginner,rl_based,39,true,38.85,388,0,11,1,3,7,5.68,3,7,8,13.47,34.66,130,0.7,0.28,0.45,120,0.55,0.6,0.2
intermediate,rl_based,40,true,15.75,157,0,8,1,7,10,9.03,7,10,3,5.73,36.4,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,41,true,55.37,553,0,11,1,5,8,5.69,4,8,11,38.55,69.64,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,42,true,15.97,159,0,8,1,7,9,8.99,7,10,4,10,62.63,195,0.2,0.85,0.06,260,0.95,0.85,0.4
beginner,rl_based,43,true,17.77,177,0,9,1,6,10,8.23,6,10,4,10,56.29,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,44,true,42.07,420,0,10,1,3,8,6.79,3,9,9,12.27,29.16,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,45,false,60,601,30,8,0,5,3,4.36,2,7,12,49.33,82.22,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,46,true,18.32,183,0,8,1,7,9,9.02,7,10,4,8.13,44.4,149.69,0.33,0.48,0.14,228.06,0.92,0.71,0.34
inconsistent,rl_based,47,true,27.12,271,0,12,1,4,6,5.04,4,6,6,8.81,32.48,148.13,0.58,0.5,0.34,185.62,0.68,0.81,0.29
beginner,rl_based,48,false,60,600,17.7,10,0,4,8,4.78,3,8,12,12.53,20.89,130,0.7,0.28,0.45,120,0.55,0.6,0.2
inconsistent,rl_based,49,true,30.15,301,0,9,1,7,7,7.17,6,8,6,12.27,40.69,191.51,0.46,0.71,0.33,246.6,0.92,0.71,0.26
inconsistent,rl_based,50,true,26.17,261,0,9,1,5,7,7.6,5,9,6,12.26,46.85,146.59,0.3,0.66,0.38,235.64,0.94,0.85,0.41
beginner,rl_based,51,true,26.48,264,0,10,1,3,7,6.01,3,8,6,3.47,13.09,130,0.7,0.28,0.45,120,0.55,0.6,0.2
beginner,rl_based,52,true,49.78,497,0,16,1,6,2,2.3,0,6,10,17.74,35.64,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,53,true,50.78,507,0,11,1,3,7,5.87,3,7,10,12,23.63,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,54,false,60,601,20.6,10,0,3,3,3.34,2,5,12,16.27,27.11,180.47,0.3,0.5,0.08,153.03,0.85,0.62,0.38
intermediate,rl_based,55,true,29.13,291,0,9,1,6,10,7.37,5,10,6,16.69,57.28,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,56,true,57.13,571,0,15,1,7,3,2.82,1,7,12,14.54,25.45,173.24,0.58,0.74,0.37,189.76,0.91,0.7,0.27
intermediate,rl_based,57,false,60,601,81.5,3,0,3,1,0.98,0,3,12,0,0,170,0.3,0.65,0.15,220,0.85,0.75,0.35
beginner,rl_based,58,true,40.53,405,0,13,1,4,4,4,3,5,8,28.13,69.4,130,0.7,0.28,0.45,120,0.55,0.6,0.2
inconsistent,rl_based,59,false,60,599,54.5,7,0,3,3,1.79,0,4,12,49.08,81.8,182.85,0.61,0.42,0.19,250.13,0.74,0.71,0.4
