profile_name,system_name,run_number,player_died,survival_time,score,health_remaining,hits_taken,deaths,initial_difficulty,final_difficulty,average_difficulty,min_difficulty,max_difficulty,difficulty_changes,time_in_target_range,target_range_percentage,profile_speed,profile_reaction_time,profile_dodge_chance,profile_mistake_chance,profile_detection_radius,profile_dodge_duration,profile_strafe_weight,profile_retreat_weight
skilled,rl_based,60,false,60,600,75.9,3,0,4,6,4.11,2,6,12,6.13,10.22,195,0.2,0.85,0.06,260,0.95,0.85,0.4
beginner,rl_based,61,true,28.32,283,0,12,1,6,4,5.27,4,7,6,13.73,48.5,130,0.7,0.28,0.45,120,0.55,0.6,0.2
intermediate,rl_based,62,true,34.28,342,0,11,1,4,7,5.96,4,7,7,10.8,31.5,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,63,false,60,601,73.7,3,0,7,5,4.67,3,7,12,27.07,45.11,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,64,true,27.77,277,0,9,1,6,8,8.55,6,10,6,15.2,54.74,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,65,false,60,599,9.7,10,0,6,6,4.29,2,7,12,46.28,77.14,170,0.3,0.65,0.15,220,0.85,0.75,0.35
beginner,rl_based,66,true,24.92,249,0,9,1,6,7,7.82,6,9,5,8.8,35.32,130,0.7,0.28,0.45,120,0.55,0.6,0.2
beginner,rl_based,67,true,11.62,116,0,9,1,7,8,7.55,7,8,3,7.33,63.12,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,68,false,60,600,87.2,2,0,4,4,1.97,0,4,12,0,0,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,69,true,51.4,513,0,10,1,3,4,5.89,3,8,11,11.87,23.09,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,70,true,54.13,541,0,11,1,4,7,5.38,3,8,11,24.93,46.06,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,71,true,52.45,524,0,11,1,6,7,5.53,4,8,11,29.47,56.19,170,0.3,0.65,0.15,220,0.85,0.75,0.35
beginner,rl_based,72,true,36.3,362,0,12,1,4,2,4.56,2,6,8,16.67,45.91,130,0.7,0.28,0.45,120,0.55,0.6,0.2
inconsistent,rl_based,73,false,60,600,14.5,10,0,3,5,4.83,3,6,12,37.75,62.92,185.46,0.55,0.45,0.38,186.09,0.78,0.73,0.26
intermediate,rl_based,74,false,60,601,100,0,0,4,2,1.67,0,4,12,0,0,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,75,false,60,599,66.3,4,0,5,1,3.03,1,6,12,36.53,60.89,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,76,false,60,601,38.3,7,0,6,4,5.18,4,6,12,38.93,64.89,147.55,0.53,0.69,0.26,254.32,0.74,0.72,0.34
inconsistent,rl_based,77,true,37.83,378,0,11,1,5,5,6.08,5,7,8,20.4,53.92,194.52,0.47,0.63,0.16,179.6,0.83,0.75,0.43
inconsistent,rl_based,78,false,60,600,100,0,0,3,3,2.15,1,4,12,0,0,166.36,0.21,0.53,0.29,215.71,0.84,0.61,0.42
skilled,rl_based,79,true,24.18,241,0,10,1,7,6,6.85,6,8,5,8.13,33.63,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,80,true,29.15,291,0,10,1,7,9,6.69,5,9,6,4.93,16.92,173.84,0.38,0.47,0.13,156.74,0.73,0.66,0.2
skilled,rl_based,81,true,50.43,504,0,11,1,4,8,5.64,4,8,10,25.73,51.02,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,82,true,21.33,213,0,9,1,7,8,8.49,7,9,5,10.8,50.62,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,83,false,60,601,15.8,9,0,7,1,3.23,0,7,12,13.33,22.22,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,84,false,60,600,13.4,12,0,5,3,2.83,1,5,12,39.1,65.16,193.12,0.37,0.54,0.32,226.26,0.67,0.61,0.28
beginner,rl_based,85,true,16.28,162,0,10,1,7,5,6.25,5,7,4,5.2,31.93,130,0.7,0.28,0.45,120,0.55,0.6,0.2
intermediate,rl_based,86,false,60,601,72.3,4,0,4,2,1.84,0,4,12,41.33,68.89,170,0.3,0.65,0.15,220,0.85,0.75,0.35
beginner,rl_based,87,true,15.07,150,0,10,1,5,8,6.96,5,8,3,3.73,24.78,130,0.7,0.28,0.45,120,0.55,0.6,0.2
intermediate,rl_based,88,true,40.53,405,0,10,1,6,8,6.49,5,8,8,16.93,41.77,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,89,false,60,601,35,7,0,6,4,5.19,3,7,12,45.46,75.77,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,90,false,60,600,85.1,2,0,4,2,2.68,1,4,12,0,0,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,91,false,60,601,41.9,7,0,5,1,4.04,1,6,12,41.46,69.11,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,92,false,60,601,66.6,5,0,4,0,1.36,0,4,12,53.2,88.66,178.09,0.4,0.47,0.25,204.4,0.91,0.67,0.44
beginner,rl_based,93,false,60,599,41,9,0,4,2,2.17,0,4,12,40.94,68.23,130,0.7,0.28,0.45,120,0.55,0.6,0.2
beginner,rl_based,94,false,60,601,70.9,4,0,3,1,1.48,0,4,12,44.4,74,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,95,false,60,601,91.5,1,0,5,1,2.68,0,6,12,0,0,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,96,false,60,599,73.4,3,0,4,0,3.08,0,6,12,39.33,65.55,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,97,false,60,599,79.4,3,0,4,0,1.92,0,4,12,2.53,4.22,180.13,0.62,0.71,0.26,248.77,0.89,0.83,0.31
intermediate,rl_based,98,false,60,601,36.8,9,0,5,3,2.49,0,5,12,44,73.33,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,99,false,60,600,65.2,5,0,4,0,1.69,0,5,12,7.87,13.11,181.34,0.31,0.52,0.28,254.09,0.83,0.84,0.34
beginner,rl_based,100,false,60,601,39.8,10,0,7,1,2.01,0,7,12,29.61,49.34,130,0.7,0.28,0.45,120,0.55,0.6,0.2
intermediate,rl_based,101,false,60,601,61,5,0,5,1,2.51,0,5,12,46.53,77.55,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,102,false,60,601,81.5,3,0,3,1,0.98,0,3,12,0,0,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,103,false,60,599,53.8,7,0,5,1,1.16,0,5,12,50.4,84,183.57,0.59,0.46,0.37,205.8,0.93,0.74,0.29
beginner,rl_based,104,true,48.88,488,0,15,1,6,0,1.77,0,6,10,12.66,25.9,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,105,false,60,601,77.3,3,0,3,1,1.12,0,4,12,49.07,81.78,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,106,false,60,601,21.9,9,0,5,5,4.83,3,7,12,32.93,54.89,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,107,false,60,601,87.9,2,0,3,0,0.59,0,3,11,0,0,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,108,false,60,600,53.9,6,0,4,4,3.84,3,5,12,20.03,33.38,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,109,false,60,601,38.3,8,0,6,0,2.57,0,6,12,53.59,89.32,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,110,false,60,601,78.7,3,0,3,3,1.59,0,4,12,2.67,4.44,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,111,false,60,601,62.4,5,0,7,1,1.99,0,7,12,47.33,78.88,170,0.3,0.65,0.15,220,0.85,0.75,0.35
beginner,rl_based,112,true,54.95,549,0,17,1,5,0,1.94,0,5,11,30.53,55.56,130,0.7,0.28,0.45,120,0.55,0.6,0.2
beginner,rl_based,113,false,60,600,62.3,6,0,4,0,1.03,0,4,12,6.27,10.44,130,0.7,0.28,0.45,120,0.55,0.6,0.2
intermediate,rl_based,114,true,37.68,376,0,12,1,7,3,4.91,3,7,8,18.53,49.18,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,115,false,60,599,55.3,5,0,7,1,2,0,7,12,50.41,84.01,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,116,false,60,599,6.3,12,0,7,1,2.83,0,7,12,19.07,31.79,144.38,0.22,0.46,0.36,150.26,0.9,0.81,0.4
inconsistent,rl_based,117,false,60,601,48.2,6,0,5,1,2.5,0,6,12,50.26,83.77,175.01,0.27,0.77,0.2,257.04,0.79,0.69,0.24
intermediate,rl_based,118,false,60,599,52.5,6,0,6,2,2.33,0,6,12,43.07,71.78,170,0.3,0.65,0.15,220,0.85,0.75,0.35
beginner,rl_based,119,true,45.55,455,0,15,1,6,3,2.32,0,6,9,22.8,50.05,130,0.7,0.28,0.45,120,0.55,0.6,0.2
beginner,rl_based,120,true,41.62,416,0,12,1,5,4,4.74,4,6,9,18.69,44.91,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,121,false,60,601,33.9,7,0,7,1,3.22,0,7,12,51.87,86.44,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,122,false,60,599,68.1,4,0,6,2,2.85,1,6,12,48.68,81.13,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,123,false,60,600,83,2,0,4,0,1.54,0,5,12,0,0,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,124,false,60,601,3.1,11,0,3,5,5,3,6,12,39.6,66,195,0.2,0.85,0.06,260,0.95,0.85,0.4
beginner,rl_based,125,true,39.62,396,0,13,1,7,1,3.85,1,7,8,20.8,52.5,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,126,false,60,599,85.8,2,0,3,1,1.85,0,4,12,0,0,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,127,false,60,601,72.3,3,0,5,1,2,0,6,12,50.26,83.77,170,0.3,0.65,0.15,220,0.85,0.75,0.35
beginner,rl_based,128,false,60,599,27.3,13,0,4,0,1.19,0,4,12,28.13,46.89,130,0.7,0.28,0.45,120,0.55,0.6,0.2
inconsistent,rl_based,129,false,60,601,50.3,7,0,3,3,3.17,2,4,12,23.2,38.67,171.73,0.55,0.79,0.25,192.1,0.79,0.83,0.33
skilled,rl_based,130,false,60,601,68.8,4,0,4,2,3.53,1,6,12,37.73,62.89,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,131,true,55.13,551,0,11,1,6,9,5.36,3,9,11,33.46,60.7,192.93,0.45,0.59,0.07,238.29,0.91,0.75,0.2
beginner,rl_based,132,true,16.43,164,0,8,1,7,9,9,7,10,4,5.73,34.89,130,0.7,0.28,0.45,120,0.55,0.6,0.2
inconsistent,rl_based,133,false,60,600,13.4,10,0,5,5,4.49,2,6,12,15.76,26.26,162.62,0.22,0.37,0.36,168.81,0.9,0.73,0.35
intermediate,rl_based,134,false,60,599,49.7,6,0,6,0,3.07,0,6,12,42.53,70.89,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,135,false,60,599,85.1,2,0,4,0,1.87,0,4,12,0,0,138.39,0.54,0.79,0.38,237.06,0.77,0.79,0.23
intermediate,rl_based,136,false,60,601,85.8,2,0,4,0,1.03,0,4,12,0,0,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,137,false,60,600,34,9,0,4,0,2.9,0,5,12,45.75,76.25,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,138,false,60,601,91.5,1,0,6,2,3.01,1,6,12,0,0,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,139,false,60,601,69.5,4,0,4,0,2.7,0,5,12,40.66,67.77,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,140,false,60,599,61.7,5,0,5,1,2.16,0,5,12,48,80,195,0.2,0.85,0.06,260,0.95,0.85,0.4
beginner,rl_based,141,false,60,601,35.3,9,0,5,1,1.97,0,6,12,44.8,74.66,130,0.7,0.28,0.45,120,0.55,0.6,0.2
intermediate,rl_based,142,true,26.42,264,0,9,1,7,7,7.19,6,8,6,16.03,60.66,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,143,false,60,601,82.2,3,0,3,1,0.99,0,3,12,0,0,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,144,false,60,601,85.1,2,0,4,0,2.03,0,4,12,0,0,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,145,true,28.52,285,0,10,1,5,7,6.1,4,8,6,10.13,35.53,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,146,false,60,601,100,0,0,3,1,1.14,0,3,12,0,0,170,0.3,0.65,0.15,220,0.85,0.75,0.35
beginner,rl_based,147,false,60,600,35.8,12,0,3,1,0.8,0,3,12,42.29,70.49,130,0.7,0.28,0.45,120,0.55,0.6,0.2
intermediate,rl_based,148,false,60,601,76.6,3,0,3,1,3.23,1,5,12,10.13,16.89,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,149,false,60,599,53.1,5,0,5,3,5.55,3,7,12,38.27,63.79,170,0.3,0.65,0.15,220,0.85,0.75,0.35
beginner,rl_based,150,false,60,601,12.7,12,0,5,1,3.03,1,5,12,43.2,72,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,151,true,37.35,373,0,10,1,7,7,6.45,5,8,8,5.2,13.92,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,152,true,29.63,296,0,11,1,6,6,5.49,4,7,6,13.6,45.89,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,153,false,60,600,47.5,6,0,4,0,2.9,0,6,12,49.87,83.11,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,154,true,27.02,270,0,9,1,7,7,7.55,6,9,6,8.54,31.61,157.05,0.33,0.74,0.2,157.04,0.82,0.7,0.34
inconsistent,rl_based,155,false,60,601,3.4,14,0,3,1,2.34,0,5,12,24.4,40.66,151,0.58,0.39,0.2,248.05,0.79,0.77,0.21
intermediate,rl_based,156,false,60,601,73,4,0,4,0,1.18,0,4,12,49.86,83.11,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,157,false,60,601,3.7,11,0,6,0,4.22,0,7,12,36.66,61.11,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,158,false,60,600,38.7,11,0,3,1,0.99,0,3,12,38.82,64.71,192.74,0.43,0.63,0.25,163.1,0.66,0.61,0.32
beginner,rl_based,159,false,60,601,30.3,11,0,3,1,1.67,0,4,12,29.07,48.44,130,0.7,0.28,0.45,120,0.55,0.6,0.2
beginner,rl_based,160,false,60,601,6.7,16,0,4,0,1.01,0,4,12,39.06,65.11,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,161,false,60,599,60.3,5,0,4,2,3.71,2,5,12,42.27,70.45,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,162,false,60,600,44.6,6,0,7,1,1.96,0,7,12,53.08,88.47,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,163,false,60,599,72.3,4,0,4,2,2.15,0,4,12,37.33,62.22,170,0.3,0.65,0.15,220,0.85,0.75,0.35
beginner,rl_based,164,true,30.75,307,0,11,1,7,2,5.15,2,7,7,10.53,34.25,130,0.7,0.28,0.45,120,0.55,0.6,0.2
beginner,rl_based,165,false,60,601,8.5,12,0,4,0,2.54,0,5,12,19.6,32.67,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,166,false,60,599,83.7,2,0,5,1,3.54,1,5,12,0,0,195,0.2,0.85,0.06,260,0.95,0.85,0.4
beginner,rl_based,167,false,60,600,38.2,9,0,6,0,2.87,0,6,12,39.76,66.26,130,0.7,0.28,0.45,120,0.55,0.6,0.2
inconsistent,rl_based,168,true,47.62,476,0,13,1,5,3,3.96,2,6,10,21.6,45.36,154.83,0.21,0.48,0.38,198.43,0.68,0.75,0.37
inconsistent,rl_based,169,false,60,599,29.4,8,0,5,1,2.99,0,6,12,13.61,22.68,162.66,0.28,0.68,0.22,178.12,0.82,0.63,0.36
skilled,rl_based,170,false,60,601,22.1,8,0,6,0,4.24,0,7,12,27.33,45.55,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,171,false,60,601,65.8,6,0,3,1,0.82,0,3,12,38,63.33,163.94,0.54,0.6,0.15,189.92,0.68,0.65,0.37
skilled,rl_based,172,false,60,600,51.1,6,0,6,0,2.22,0,6,12,47.23,78.71,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,173,false,60,599,62.7,4,0,6,0,2.54,0,6,12,49.87,83.11,195,0.2,0.85,0.06,260,0.95,0.85,0.4
beginner,rl_based,174,false,60,601,67.2,6,0,3,1,1.15,0,4,12,36.26,60.44,130,0.7,0.28,0.45,120,0.55,0.6,0.2
inconsistent,rl_based,175,false,60,601,34.3,9,0,5,3,2.83,0,6,12,44.53,74.22,190.34,0.53,0.7,0.25,199.77,0.67,0.63,0.24
inconsistent,rl_based,176,false,60,600,18.3,12,0,3,1,2.67,0,5,12,38.15,63.58,164.38,0.49,0.43,0.19,205.09,0.62,0.7,0.38
inconsistent,rl_based,177,false,60,599,41.7,9,0,6,2,1.62,0,6,12,48.4,80.67,191.49,0.44,0.68,0.33,191.1,0.89,0.75,0.27
intermediate,rl_based,178,false,60,601,76.6,3,0,6,2,1.82,0,6,12,45.2,75.33,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,179,false,60,601,58.9,5,0,4,2,1.62,0,5,12,52.13,86.88,194.7,0.27,0.57,0.21,186.27,0.72,0.67,0.39
