profile_name,system_name,run_number,player_died,survival_time,score,health_remaining,hits_taken,deaths,initial_difficulty,final_difficulty,average_difficulty,min_difficulty,max_difficulty,difficulty_changes,time_in_target_range,target_range_percentage,profile_speed,profile_reaction_time,profile_dodge_chance,profile_mistake_chance,profile_detection_radius,profile_dodge_duration,profile_strafe_weight,profile_retreat_weight
intermediate,rl_based,1,true,30.52,305,0,9,1,5,9,7.41,4,10,10,6.27,20.53,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,2,false,60,599,68.1,4,0,5,2,2.36,1,5,19,49.39,82.31,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,3,true,30.17,301,0,10,1,5,9,7.39,5,9,10,13.96,46.29,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,4,true,42.45,424,0,11,1,5,7,5.31,4,7,14,11.51,27.12,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,5,true,35.23,352,0,11,1,5,5,5.52,3,8,12,14.57,41.36,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,6,true,37.85,378,0,11,1,5,8,6.66,5,9,13,5.58,14.75,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,7,true,41.17,411,0,11,1,5,7,5.71,4,8,14,7.83,19.03,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,8,false,60,600,18.7,9,0,5,3,5.27,3,7,20,35.92,59.87,174.72,0.42,0.78,0.38,253.34,0.94,0.62,0.45
inconsistent,rl_based,9,false,60,599,87.9,2,0,5,2,2.21,1,5,19,0,0,189.31,0.59,0.5,0.06,257.66,0.68,0.66,0.42
inconsistent,rl_based,10,true,58.95,589,0,9,1,5,8,5.2,2,9,19,13.5,22.9,164.87,0.26,0.52,0.08,239.38,0.89,0.73,0.43
skilled,rl_based,11,true,18.45,184,0,9,1,5,9,7.82,5,9,6,7.17,38.84,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,12,true,39.68,396,0,10,1,5,10,7.15,5,10,13,23.61,59.49,192.26,0.59,0.56,0.12,241.3,0.72,0.73,0.42
intermediate,rl_based,13,true,32.1,320,0,10,1,5,8,6.56,4,9,11,10.98,34.2,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,14,true,51.2,511,0,12,1,5,6,5.63,4,7,17,21.08,41.18,170,0.3,0.65,0.15,220,0.85,0.75,0.35
beginner,rl_based,15,true,32.2,321,0,14,1,5,4,3.33,2,5,11,11.4,35.4,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,16,true,34.82,348,0,11,1,5,7,6.11,5,7,12,21.08,60.55,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,17,true,35.48,354,0,10,1,5,7,6.81,5,8,12,23.6,66.5,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,18,true,25.87,258,0,9,1,5,10,7.35,5,10,9,8.67,33.5,195,0.2,0.85,0.06,260,0.95,0.85,0.4
beginner,rl_based,19,true,30.42,304,0,11,1,5,7,5.87,4,7,10,6.83,22.46,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,20,true,58.05,580,0,9,1,5,10,5.84,2,10,19,28.47,49.04,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,21,false,60,600,26.1,8,0,5,1,4.17,1,7,20,18.83,31.39,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,22,true,48.28,482,0,10,1,5,9,6.67,3,10,16,24.54,50.83,150.6,0.38,0.61,0.38,165.39,0.69,0.81,0.34
beginner,rl_based,23,true,52.97,529,0,13,1,5,6,4.22,2,6,17,29.17,55.06,130,0.7,0.28,0.45,120,0.55,0.6,0.2
intermediate,rl_based,24,false,60,600,25.2,8,0,5,5,4.8,1,7,20,17.33,28.89,170,0.3,0.65,0.15,220,0.85,0.75,0.35
