profile_name,system_name,run_number,player_died,survival_time,score,health_remaining,hits_taken,deaths,initial_difficulty,final_difficulty,average_difficulty,min_difficulty,max_difficulty,difficulty_changes,time_in_target_range,target_range_percentage,profile_speed,profile_reaction_time,profile_dodge_chance,profile_mistake_chance,profile_detection_radius,profile_dodge_duration,profile_strafe_weight,profile_retreat_weight
inconsistent,rl_based,1,false,60,601,23.5,9,0,5,5,5,5,5,0,43.82,73.04,166.45,0.25,0.56,0.22,227.78,0.9,0.76,0.43
intermediate,rl_based,2,false,60,600,32.7,8,0,5,4,4.42,4,5,1,44.04,73.4,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,3,false,60,600,67.4,4,0,5,4,4.17,4,5,1,41.33,68.89,195,0.2,0.85,0.06,260,0.95,0.85,0.4
beginner,rl_based,4,true,39.97,399,0,12,1,5,5,5,5,5,0,15.48,38.72,130,0.7,0.28,0.45,120,0.55,0.6,0.2
intermediate,rl_based,5,false,60,600,40.5,7,0,5,5,5,5,5,0,47.68,79.47,170,0.3,0.65,0.15,220,0.85,0.75,0.35
beginner,rl_based,6,true,42.1,420,0,13,1,5,4,4.12,4,5,1,23.89,56.75,130,0.7,0.28,0.45,120,0.55,0.6,0.2
inconsistent,rl_based,7,true,55.55,555,0,12,1,5,5,5,5,5,0,30.7,55.26,194.17,0.43,0.41,0.35,228.08,0.7,0.7,0.29
intermediate,rl_based,8,false,60,600,35,7,0,5,6,5.49,5,6,1,26.41,44.01,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,9,false,60,600,15,10,0,5,4,4.93,4,5,1,34.56,57.6,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,10,false,60,599,15,10,0,5,5,5,5,5,0,43.61,72.68,185.44,0.26,0.62,0.16,247.28,0.76,0.61,0.26
improving,rl_based,11,true,55.53,555,0,14,1,5,2,3.36,2,5,3,18.4,33.14,131.09,0.69,0.29,0.44,122.34,0.56,0.6,0.2
inconsistent,rl_based,12,false,60,600,33.4,8,0,5,4,4.84,4,5,1,24.32,40.53,168.43,0.34,0.4,0.36,201.12,0.92,0.64,0.37
improving,rl_based,13,true,45.38,453,0,13,1,5,4,4.33,4,5,1,22.67,49.96,131.3,0.69,0.29,0.44,122.8,0.56,0.61,0.2
intermediate,rl_based,14,false,60,600,63.8,4,0,5,6,5.41,5,6,1,15.61,26.01,170,0.3,0.65,0.15,220,0.85,0.75,0.35
inconsistent,rl_based,15,true,49.45,494,0,12,1,5,5,5,5,5,0,29.9,60.46,184.92,0.39,0.44,0.18,159.83,0.9,0.62,0.21
skilled,rl_based,16,false,60,599,23.5,9,0,5,5,5,5,5,0,34.54,57.57,195,0.2,0.85,0.06,260,0.95,0.85,0.4
improving,rl_based,17,true,47.43,474,0,13,1,5,4,4.21,4,5,1,19.1,40.26,131.74,0.69,0.3,0.44,123.74,0.56,0.61,0.21
improving,rl_based,18,true,46.6,465,0,13,1,5,2,4.17,2,5,3,17.47,37.48,131.84,0.69,0.3,0.44,123.97,0.56,0.61,0.21
beginner,rl_based,19,true,30.63,306,0,13,1,5,4,4.49,4,5,1,16.29,53.17,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,20,false,60,600,23.5,9,0,5,5,5,5,5,0,45.5,75.83,195,0.2,0.85,0.06,260,0.95,0.85,0.4
skilled,rl_based,21,false,60,600,6.5,11,0,5,5,5,5,5,0,27.47,45.79,195,0.2,0.85,0.06,260,0.95,0.85,0.4
beginner,rl_based,22,false,60,600,4.3,12,0,5,4,4.17,4,5,1,34.54,57.57,130,0.7,0.28,0.45,120,0.55,0.6,0.2
skilled,rl_based,23,true,58.02,580,0,12,1,5,4,4.96,4,5,1,36.69,63.24,195,0.2,0.85,0.06,260,0.95,0.85,0.4
improving,rl_based,24,true,44.82,448,0,13,1,5,2,4.25,2,5,3,12,26.77,132.5,0.68,0.3,0.44,125.38,0.57,0.61,0.21
skilled,rl_based,25,false,60,600,49,6,0,5,5,5,5,5,0,44.61,74.35,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,26,false,60,600,10.7,11,0,5,3,4.26,3,5,2,32.57,54.28,192.04,0.45,0.78,0.12,221.85,0.7,0.74,0.38
skilled,rl_based,27,false,60,601,51.1,6,0,5,4,4.17,4,5,1,48.61,81.02,195,0.2,0.85,0.06,260,0.95,0.85,0.4
inconsistent,rl_based,28,false,60,600,49,6,0,5,4,4.76,4,5,1,36.3,60.51,177.35,0.29,0.63,0.17,219.4,0.89,0.75,0.32
inconsistent,rl_based,29,true,29.08,290,0,12,1,5,4,4.7,4,5,1,11.74,40.37,143.17,0.57,0.81,0.27,178.01,0.74,0.79,0.3
skilled,rl_based,30,false,60,600,57.5,5,0,5,4,4.67,4,5,1,46.02,76.7,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,31,false,60,599,57.5,5,0,5,5,5,5,5,0,46.81,78.01,170,0.3,0.65,0.15,220,0.85,0.75,0.35
skilled,rl_based,32,false,60,600,50.4,6,0,5,4,4.34,4,5,1,40.55,67.59,195,0.2,0.85,0.06,260,0.95,0.85,0.4
intermediate,rl_based,33,false,60,600,34.1,8,0,5,4,4.34,4,5,1,45.22,75.36,170,0.3,0.65,0.15,220,0.85,0.75,0.35
intermediate,rl_based,34,false,60,600,6.5,11,0,5,4,4.93,4,5,1,31.73,52.89,170,0.3,0.65,0.15,220,0.85,0.75,0.35
